Date,Open,High,Low,Close,Adj Close,Volume
01-12-2017,42.487499,42.9175,42.125,42.762501,40.600857,159037200
04-12-2017,43.119999,43.154999,42.407501,42.450001,40.304161,130169600
05-12-2017,42.264999,42.880001,42.099998,42.41,40.266174,109400800
06-12-2017,41.875,42.549999,41.615002,42.252499,40.116642,114240000
07-12-2017,42.2575,42.610001,42.227501,42.330002,40.19022,102693200
08-12-2017,42.622501,42.75,42.205002,42.342499,40.202091,93420800
11-12-2017,42.299999,43.2225,42.197498,43.1675,40.985386,141095200
12-12-2017,43.037498,43.0975,42.865002,42.924999,40.755142,77636800
13-12-2017,43.125,43.384998,43,43.067501,40.890438,95273600
14-12-2017,43.099998,43.282501,42.912498,43.055,40.878571,81906000
15-12-2017,43.407501,43.5425,43.115002,43.4925,41.293953,160677200
18-12-2017,43.720001,44.299999,43.715,44.105,41.875488,117684400
19-12-2017,43.7575,43.8475,43.522499,43.634998,41.429249,109745600
20-12-2017,43.717499,43.855,43.3125,43.587502,41.384159,93902400
21-12-2017,43.5425,44.005001,43.525002,43.752499,41.540813,83799600
22-12-2017,43.669998,43.855,43.625,43.752499,41.540813,65397600
26-12-2017,42.700001,42.8675,42.419998,42.642502,40.486931,132742000
27-12-2017,42.525002,42.695,42.427502,42.650002,40.494045,85992800
28-12-2017,42.75,42.962502,42.619999,42.77,40.607986,65920800
29-12-2017,42.630001,42.647499,42.305,42.307499,40.168865,103999600
02-01-2018,42.540001,43.075001,42.314999,43.064999,40.888062,102223600
03-01-2018,43.1325,43.637501,42.990002,43.057499,40.880947,118071600
04-01-2018,43.134998,43.3675,43.02,43.2575,41.070843,89738400
05-01-2018,43.360001,43.842499,43.262501,43.75,41.538445,94640000
08-01-2018,43.587502,43.9025,43.482498,43.587502,41.384159,82271200
09-01-2018,43.637501,43.764999,43.352501,43.5825,41.379406,86336000
10-01-2018,43.290001,43.575001,43.25,43.572498,41.369915,95839600
11-01-2018,43.647499,43.872501,43.622501,43.82,41.6049,74670800
12-01-2018,44.044998,44.34,43.912498,44.272499,42.034534,101672400
16-01-2018,44.474998,44.8475,44.035,44.047501,41.820904,118263600
17-01-2018,44.037498,44.8125,43.767502,44.775002,42.511623,137547200
18-01-2018,44.842499,45.025002,44.5625,44.814999,42.549603,124773600
19-01-2018,44.6525,44.895,44.352501,44.615002,42.359722,129700400
22-01-2018,44.325001,44.445,44.150002,44.25,42.013168,108434400
23-01-2018,44.325001,44.860001,44.205002,44.259998,42.022659,130756400
